Group,Review
G0,allgemein sehr schöne idee super umsetzung wenig verbessern gibt ich hauptsächlich aktivitäten serviceblueprint verschieben service blueprint ich empfehlen datenbanken ebene tiefer order penetration darzustellen grund einzelne bestellung genutzt können siehe hierzu vergleich folie lu ebenfalls empfehle beispielfolie aktivitäten kundenprofil hinzuzufügen aus grund bestimmt notwendig abomodell abzuschliessen ich hätte angabe kriterien zusätzlich pfeil wahl blumenarrangement verbunden darzustellen filtern automatisch hintergrund geschieht zusätzlich hätte binden blumenarrangements liefermeldung kurier ebene tiefer dargestellt kunden aktivität mitbekommet keine visibility die lieferung blumenarrangements ebenfalls ebene tiefer setzen kunde sieht jedoch aktivität durchführt am schluss könntest bewertung dienstleistung aktivität hinzufügen ebenfalls pitch erwähnt wird e value ich pfeil abholung blumen umkehren hierdurch ersichtlicher wird blumen lieferanten kunden kommen im moment scheint komplette zahlung floristen weitergeleitet wird ich empfehlen hervorzuheben zahlung provision floristen bezahlt wird
G0,echt coole idee du hast formalien umgesetzt slides gut gestaltet übersichtlich service blueprint ich bestellung erst bezahlung bestätigen gefahr unbezahlten drinks auszuschliessen dafür müsstest lediglich pfeil verschieben drink mixen diese aktion ja ausschliesslich customer visibility geschehen ausversehen früher bar sehen drink zubereitet wird deshalb klar überlegen service definieren ich verbindung aktion drink mixen bar gehen machen so klarer kunde erst tresen geht drink fertig ist um wissen drinks spezifischer kunde gerne mag müssen bestellungen jeweils kundendatenbank gespeichert werden dafür müsstest weitere datenbank hinzufügen verbinden den pfeil drink mixen drink entgegennehmen braucht sicht nicht icht klar service verläuft vorschlag aktinsabfolge bezahlen > drink mixen > drink bereitstellen abholbestätigung schicken > bar gehen > drink entgegen nehmen dadurch hast doppelten pfeile macht mehr sinn abholen bestätigt fertig vgl mcdonald kriegst bezahlung quittung wartest nummer evalue direkte bezahlung app widerspricht direkten bezahlen karte twint ich preif umdrehen kundendaten benennen die bezahlung funktioniert ja service provider kunden direkt club app laufen
G0,worin sehen sie stärken lösung kommilitonen deine idee beschreibt aktuellen trend super aufgegriffen wird menschen kümmern immer mehr gesundheit gesundheit haut bedeutet worin skincare routine gesichts wesentlichen bestandteil darstellt im e einbezug dermatologen spezialisten passend dargestellt wertströme gut ersichtlich einzelnen beteiligten parteien worin sehen sie schwächen lösung kommilitonen behoben werden service blueprint generell du solltest nochmals genau überlegen einzelnen prozessschritt services ablaufen das ganze scheint oberflächlich sein zusätzlich blueprint deutsch englisch beschrieben werden meine vorschläge nach aufruf webseite login prozess kunden geschehen webseite identifizieren wer termin möchte spezialisten dazu müsste kundendatenbank seiten plattform aufgesetzt werden den prozess vereinbarung termin spezialist online musst unterteilen keinesfalls insgesamt visible bereich ist dieser prozess beinhaltet kunde gewünschten termin festlegt terminsystem spezialisten abgeglichen wird terminbestätigung kunden vorgelegt usw dies beihaltet nonvisible prozesse seiten plattform du solltest attend appointment zusammenfassen rolle spielt kunde spezialist plattform benutzt beides visible prozesse benutzerinnen interaktion was grundlage aufsetzen skin care routine könnte plattform standardmodelle spezialisten vorschlagen kundinnen anpasst was grundlage skincare routine welche datenbank hier musst definitiv ausführen du könntest wiefolgt vorgehen bereitstellung standardmodellen te ebene anpassungsmöglichkeiten spezialisten webseite te ebene darstellung finalisierten skincare routine te ebene für verkauf produkten wäre hilfreich ausführt informationen herkommen hier empfehlen wiefolgt vorzugehen zusammenstellung produkte gemäss routine te ebene einbindung händlerwebseite te ebene darstellung produkte preise datenbank produktedatenbank einzelhändler du könntest zahlungsprozess konkretisieren e value generell unklar beschriftungen pfeilen gehören meine vorschläge der mittlere drei pfeile einzelhändler scheint beschriftung haben du musst beschriften löschen die pfeile müssen punkten andocken value ports was meinst bereitstellung dienstleistung webshop hautpflegeprodukten der wertaustauschprozess kunden webshop entweder spezifiziert plattform gehen worauf überarbeitung lösung geachtet werden insgesamt nochmals genau überlegt spezialistinnen einbinden willst mehrwert hervorheben denn dermatologinnen speziellen gut ausgebildete ärzte bezahlung dienstleistung krankenkassen mindestens teilen vergütet bekommen du solltest deshalb einbindung krankenkassen vornehmen idee substanz verleihen
G0,worin sehen sie stärken lösung kommilitonen ich finde hast idee eindrücklichen elevator pitches super umgesetzt dein service blueprint zeigt dabei ausführlich einzelnen prozesse schritte zudem finde super datenbanken plattform sowie schnittstellen drittanbietern tankstellen dargestellt hast definitiv grosse stärke dargelegten lösung sowie service beschrieben hast denke ich mögliche umsetzung realistisch wäre im e value modell finden stärken wieder du hast dabei absolut passend drittanbieter fall google services bezahl dienstleister zusammenhang plattform kunden modelliert man sieht schnell einnahmequellen plattform dienstleistungen plattform kundinnen tankstellen bietet man merkt grossen aufwand gemacht hast zeichnet sauberen ausarbeitung lösung wider super gemacht worin sehen sie schwächen lösung kommilitonen behoben werden service blueprint generell zurzeit leser aufgrund detailgrads schwer ersichtlich service konkret abläuft besonders zwei pfeile prozessschritt ausgehen besteht unklarheit darüber schritt zuerst ausgeführt wird meine vorschläge verbesserung du solltest pfeil validierung ausgewählten zahlungsmittels erfolgreicher zahlungsabwicklung email bestätigung erachtens umkehren zuerst erfolgt nämlich validierung zahlungsmittels erst abwicklung transaktion den pfeil datenbanken schnittstelle tankstellen system musst entfernen entweder datenbank geschrieben herausgenommen verarbeitung du solltest zudem zahlreichen emailbestätigungen einfach bestätigungen plattform umwandeln meiner meinung kundinnen begrüssen intuitiv plattform bestätigung bewertung erhalten bei bestätigung bezahlung lässt selbstverständlich streiten wäre ordnung email belassen e value meine vorschläge verbesserung mir ganz klar warum report rechnung tankstelle brauchst zahlungsabwicklung bezahldienstleister läuft du solltest wertschöpfungsstrom entfernen sowieso bereits zahlungsabwicklung plattform hast des weiteren empfehlen zahlungsstrom festzulegen derzeit hast drei zahlungsabwicklung zahlungsabwicklung bezahlung provision report rechnung punkt eins angemerkt ich schlage pfeil bezahlung plattform pfeil bezahlung plattform tankstelle denn kunde bereits plattform bezahlt warum zuerst vollbetrag tankstelle bezahlt provision abgeben plattform dies direkt zahlungsverlauf abziehen gebühren unter punkt crm musst spezifizieren genau customer relationship management meinst ich empfehlen nennen plattform erhöhte kundenakquise bringt eventuell meinung tankstellendienstleistung der wertstrom google services könntest provision machen sicher google bereitstellung kundendaten bezahlung sieht ich denke ebenso kommerzieller verwendung gebührt verlangen worauf überarbeitung lösung geachtet werden lass fall vorschlägen verunsichern deine idee bereits ausgereift mangelt lediglich details stelle du könntest überarbeitung lösung überlegen sinnvoller service blueprint prozess pfeilverlauf darzustellen wenn bereits beim anbieter karteninformationen google services festgelegt hattest könntest eventuell bereits bezahldienstleister wählen paypal idee mehr substanz verleihen
G0,worin sehen sie stärken lösung kommilitonen der service blueprint beschreibt vollumfänglich übersichtlich relevanten prozessschritte services du hast dabei schritt passend dargestellt daten datenbank kommunizieren dabei finde umsetzung idee eindrücklichen elevator pitches gelungen die thematik nachvollziehbar jungen menschen beschreibt optimal bedürfnisse diese bedürfnisse spiegeln blueprint super wider durch e value modell wertströme sauber aufgezeigt wodurch leser gefühl bekommen plattform detail nachvollziehen können alles sauber ausgearbeitet lösung aufwand bemerkbar ist worin sehen sie schwächen lösung kommilitonen behoben werden service blueprint meine vorschläge generell ein übersichtlicher gut strukturierter prozess der prozessschritt überprüfung login registrierungsdaten erachtens nonvisible du solltest zwei ebenen tiefer platzieren du könntest datenbanken grosse datenbank darstellen anstelle sechs einzelnen sich scheint handelt diese leserlichkeit lösung erhöhen nach schritt eingabe individuellen informationen könntest unterhalb ebene vier abgleich validität eingaben machen dies allerdings zusatz du solltest kundendatenbanken genauer beschreiben datenbank plattform handelt kundendatenbank versicherungsunternehmens den punkt verknüpfung datenbanken versicherungsunternehmen herauslöschen stattdessen datenbank untersten ebene datenbank versicherungsunternehmen umbenennen die auswahl terminvorschlägen musst aktiver prozess kunden einstufen ja termin aktiv auswählen klickaktivität willst wirklich versicherungsverträge plattform abspeichern hier solltest erachtens erfassung versicherungsvertrages datenbank datenbank versicherungsunternehmen haben e value meine vorschläge die pfeile sollten value ports enden punkten dies leider vorlesungsfolien falsch dargestellt dozent mündlich erwähnt du könntest rein schönheitshalber obersten untersten wertschöpfungsstrom beide direkt versicherung kunden gehen unterhalb plattform durchlaufen lassen dies wäre reine darstellungssache passe besten findest worauf überarbeitung lösung geachtet werden deine lösung schon ausgereift hast mühe gemacht darstellung service blueprints e value modells aus grund überarbeitung raten unnötigen erweiterungen modelle detailgrad erhöhen persönlich finde richtigen mix detailreichtum verständlichkeit erreicht hast
G0,danke bereitstellung geschäftsmodells easystorage anbei findest gerne feedback einzelnen inhalten service blueprint ich finde service blueprint übersichtlich reflektiert elevatorpitch vorherigen seite passend weiter finde gut app frontend elemente visability line erwähnt hast externen anbieter zahlungsabwicklung blueprint integriert hast um mögliche schwachpunkte beheben könntest matching prozess ebene internal interaction blueprint integrieren zwischenschritt buchungsanfrage chats vermieter weiter könntest internen datenbanken genauer differenzieren hier vorstellen unterteilung kundendatenbank datenbank inseraten funktionsweise easystorage prozessebene besser unterscheiden könnte für ausarbeitung deshalb entsprechenden punkte berücksichtigen blueprint integrieren e value ich finde e value darstellung äusserst gelungen du hast zentralen elemente valuestreams passend erfasst übersichtliche darstellung gewandelt als schwachstelle empfinde fehlen externen partner valuestreams hier könntest beispielsweise externe zahlungsplattform berücksichtigen prozentsatz erhaltenen geldes zahlungsabwicklung verrechnet anbieter zusatzdienstleistungen dalls externe bereitgestellt fahrzeugvermietung o ä bei überarbeitung deshalb dimension berücksichtigen weiter stelle frage valuestream bezüglich mietvertrags genau aussieht nach verständnis mietanfrage direkt easystorage verarbeitet somit bedingungen miete zentral easystorage abgewickelt werden falls ist mietvertrag stream easystorage darstellen externen stream mieterin vermieterin ich hoffe feedback konnte weiterhelfen wünsche erfolg überarbeitung
G0,danke bereitstellung geschäftsmodells kriate anbei findest gerne feedback einzelnen inhalten service blueprint ich finde service blueprint übersichtlich reflektiert elevatorpitch vorherigen seite passend weiter finde unterscheidung farben aktivitäten mitohne community kommunikation gute idee übersichtlichkeit beiträgt als möglichen verbesserungsvorschlag sehe innerhalb service blueprints ausarbeitung weiteren aspekten kundeninteraktion mitspielen hier auflistung weiteren externen partner zahlungsanbieter blockchaindiesntleister nfts ebene order penetration nach verständnis vorstellen zusätzlich könnten visibility line app frontend elemente bildergalerien aktivität customer involvement augezeichnet werden in überarbeitung lösung deshalb entsprechenden elemente ergänzen app forntend elemente bestandteil service blueprints ausweisen e value ich finde e value darstellung äusserst gelungen du hast zentralen elemente valuestreams passend erfasst ich finde gut externen partner bereitstellung plattform beteiligt sind auktionshäuser equipment retailer value streams berücksichtigt wurden als schwachpunkt sehe valuestream kunden richtung kriate bestellung equipments notwendigerweise bestellung value zählt schlussendlich bezahlung geldtransaktion bei überarbeitung e values solltes weiterhin darauf achten je überabreitung service blueprints anpassung notwendig könnte falls weitere partner zahlunganbieter blockchainpartner blueprint einfügst müsste value streams berücksichtig werden ich hoffe feedback konnte weiterhelfen wünsche erfolg überarbeitung
G0,danke bereitstellung geschäftsmodells anbei findest gerne feedback einzelnen inhalten service blueprint bei service blueprint sehe vergleich elevator pitch e value lücken blueprint integriert sind hier solltest meinung anstatt aktivität app beschreiben möglichst gesamten prozess nutzung smart shower abdecken damit level vor nachgelagerten aufgaben gehoben kann deshalb folgende aspekte blueprint überarbeitung ergänzen gesamte interaction ebene darstellen inklusive installation auswertung communityvergleich musikfunktion timer etc gesamtes app frontend design visability ebene katalog duschzielen musikwiedergabe etc installation dusche falls serviceprovider organisiert auf ebene internat interaction nach verständinis blueprints backend aktivitäten app beispielsweise aufrufen musikdiesntes spotify apple music etc kundendatenbank meiens erachtens analog beispielen vorlesung ebene implementation verschoben e value ich finde ausarbeitung detailgrad e value darstellung äusserst gelungen zeigt vielen valuestreams einzelnen aspekten smart shower gut auf als schwachstelle sehe komplexität unterteilungen innerhalb kunde smart shower ag streams tatsächliche value streams reflektieren beispielsweise streams daten einstellungen dusche smartshower app herstellungsdaten produktionsdaten produktion entwicklung direkten value bezug bei überarbeitung e value deshalb folgende punkte achten überarbeitung e value kunde smart shower ag alleinstehende kasten ausgewiesen vgl vorlesung lu s valuestreams beispielsweise händler handwerker direkt kunde smart shower ag begrenzung streams value zusammenhängen was erhalte gebe dafür ich hoffe feedback konnte weiterhelfen wünsche erfolg überarbeitung
G0,service blueprint einige potentiellen aktivitäten usergetrieben ich denke sollten obersten zeile dargestellt werden aus sicht handelt mehrere services vielleicht einfacher beim service blueprint service vergütens assets app beschränken austausch assets spielern bereitstellen zusätzlichen contents beschränken es fehlt bisher erwähnung erstellen angebots user nur user machen siehe punkt e value ich verstehe nicht wieso lieferant zwei parteien austauschen sprich käufer verkäufer wertströme produkt abholung lieferung bestehen geht assets was immer zusammenhang genau bedeutet bereits erworben wurden meines erachtens irreführend zwei parteien käufer verkäufer nennen ja tauschen möchten kannst wertstrom anfrage produkt plattform käufer sowie plattform verkäufer besteht deutlicher benennen mir klar worum dabei handelt
G0,service blueprint ist entsprechende filter setzen voraussetzung app checkt kompatibilität ladesäule efahrzeug wenn daten beurteilung kompatibilität benutzt werden bereits kundenkonto angelegt sind fehlt loginschritt ausserdem sollten glaube ich userinteraktionen rechteckigen shapes dargestellt pfeilen verbunden werden schliesslich denke ich datenbankoperation seperat dargestellt sollte e value auch plattform benötigt interfaces es leere klar zugeordnete value ports interfaces ladesäulenbetreiber elektromobilisten
G0,stärken ich finde toll zwei verschiedene kundengruppen miteinbeziehst user provider es gut lesbar verstehbar service blueprint aufgeführt dein e value meinung nahezu perfekt wichtigen steps wurden miteinbezogen modell gut verstehen generell tolle idee total sinnvoll würde nutzen schwächen mir ganz klar woher toolsu werkzeuge datenbank eintragen kommt allenfalls pfeil ergänzt werden klar wird kasten abhängt du hast beide varianten werkzeug abholen versenden rückgabe erwähnt jedoch klar wer versandkosten werkzeuge trägt immer toolsu sein werkzeug besitzer versendet wird überarbeitung beim zweiten step nutzer erstellt profil allenfalls login app ergänzen dies bedingt auch kästchen i nternal interaction hinzugefügt wird z b login check heissen würde ich schlage vor oben angesprochene thema versandkosten pitch spezifizierst ganz genau klar ist wer kosten tragen muss beim schritt toolsu prüft werkzeug schäden wäre denkbar feld kundendatenbank implementation einfügst abgespeichert werden geräte sorgfältig zurückgegeben wurden halt beispielsweise kunde kaum sorge gerät gibt allenfalls beim e value qualitätsgarantie ergänzen customer as a provider qualitätsversprechen überall gelten egal wer vermietet well done
G0,stärken coole innovative geschäftsmodellidee ich finde toll vorhandene geschäftsmodell meme creation analog gag neues level bringst web space transformierst e value ausgeprägt detailliert dargestellt so gesamte geschäftsmodell optimal betrachtet werden schwächen meiner meinung kannst beim service print mehr miteinbeziehen momentan dünn ausgebaut ist es momentan meme erstellung angesprochen meme teilen beim pitch erwähnst überarbeitung wie bereits erwähnt service print auszuarbeiten konkret folgendes vorschlagen zuerst kästchen meme teilen einfügen optional ist so user eingebunden service blueprint zudem step meme teilen adden memes kategorien eingeteilt werden schlussendlich schlage vor beim schritt meme teilen automatische prüfung durchzuführen komischen memes verbreitet werden good job
G0,stärken ich finde hast service blueprint gut verständlich modelliert laien nachvollziehbar ist auch e value macht absolut sinn ich finde toll blick geldströme sichtbar sind sowohl daten fliessen generell relevante geschäftsidee gerade leute reisen sind schwächen mir genau klar freemium modell aussehen soll der gedanke ist sicher bin menschen zusätzlich zahlen wollen vielleicht hilft noch spezifizierst basic modell enthalten freemium inkl preis der fall jemand buchung storniert wurde berücksichtigt service blueprint gerade covid kam vielen unvorhergesehenen stornierungen überarbeitung du beziehst third party zahlungs provider dienstleistung ein ich meinung crm service blueprint kästchen third party provider sollte ich schlage vor stornierung service blueprint berücksichtigst am besten kästchen einfügen buchung reise bei visibility wäre stornierung bestätigt app backend stornierungsbestätigung kunde hotelsanbieter rückerstattung via zahlungsanbieter allenfalls freemium model spezifizieren oben erwähnt all all good job
G0,hello folgend peer feedback abgabe elevator pitch da elevator pitch bereits überarbeitet wurde gehe kurz darauf ein deine idee gefällt gut gut durchdacht grosses problem kleidungsindustrie entgegenwirken will deine idee circular economy ebenfalls gut eingearbeitet darstellung co wasserverbrauch bringt gamification ansätze bm service blueprint allgemein hast bereits gute gedanken service blueprint gemacht schon gut ausgearbeitet ich prozesse datenbanken schwarzen kasten darstellen vergl vorlesung somit klarer werden überall daten gespeichert verarbeitet werden der pfeil profil anzeigen kundendatenbank ganz klar da kannst profil anzeigen profilinformationen aktualisieren abändern die produktdatenbank nirgends verbunden versuche datenbank verbinden ansonsten klar service produktdatenbank braucht auch produkte warenkorb legen verbunden hier kannst einfach feld produkte wunschliste einfügen die coanzeige könntest kundendatenbank verbinden so könnten z b kundinnen geringen verbrauch haben belohnt werden z b gutschein unverpacktladen etc e value der e value bereits umfassend dargestellt darstellung überall korrekt du könntest esg score partnerinnen nähereien einbauen so hättest gesamte wertschöpfungskette esg score abgebildet für value plattform partnerinnen könntest ausformulieren so wäre gebühr listung plattform denkbar eine idee wäre noch kundinnen lokalen nähereien bewerten können so mehr transparenz entstehen allgemein gefällt idee gut wirklich nachhaltigkeit verpflichtet bereits gut ausgearbeitet ist viel erfolg
G0,hello folgend peer feedback abgabe vpc ich finde vpc ausgearbeiteten gain creators pain relievers schlüssig ausgearbeitet da kauf neuen parfums tatsächlich aufwändig grossen auswahl fast erschlagen wird sehe potenzial lösung gerade pain reliever geringeren risiko finde gut ausgearbeitet fast immer gleichen flasche greift eben risiko fehlkaufes eher teuer ist der vpc stehen lassen abändern bereits gut ausgearbeitet ist elevator pitch da elevator pitch bereits überarbeitet wurde gehe kurz darauf ein der anfang zitat passend gefällt gut allgemein elevator pitch schlüssig aufgebaut idee kommt gut rüber service blueprint asis model die einzelnen schritte sinnvoll aufgebaut der punkt parfums kaufen parfum beim lieferant kaufen ändern punkt klarer ich pfeil direkt shopbesuch testen machen grossteil kundinnen beratung bezieht meine vermutung die importparfumerie coop memebrcard käufe ebenfalls abgespeichert dies könntest ebenfalls asis prozess einbauen das gut passen daten gesammelt werden empfehlungen ausgegeben werden das gains besser hervorheben auch oft kleine samples gratis mitgegeben parfum zuhause testen das könntest einbauen service blueprint tobe model dein tobe model allgemein gut aufgezeichnet idee somit gut visualisiert allgemein prozesse datenbanken tun haben schwarzen kasten abändern vergl vorlesung der prozess abschlusses abos ersichtlich das ebenfalls einbauen ich feld machine learning modell stelle speichern verarbeiten neuen daten platzieren ja teil bm ist e value die darstellung e value modells korrekt bereits gut ausgearbeitet die bewertung kaufprozesses kunde parfum shops hier value direkt plattform integrieren sodass aimodell verfeinern kannst also z b gute bewertung shops höher gewichtet werden möglich wäre direkte lieferung parfum hersteller kunden plattform das wäre ja eigentlich endziel plattform dann hätte zeitersparnis und händler dazwischengeschaltet sind preisvorteil niederschlagen falls umsetzten willst müsstest wohl service blueprint entsprechend abändern allgemein gefällt idee gut hast bereits gedanken gemacht der service blueprint verfeinert werden geschäftslücken besser abzubilden viel erfolg
G0,hello folgend peer feedback abgabe elevator pitch da elevator pitch bereits überarbeitet wurde gehe kurz darauf ein mir gefällt einstieg fiktiven szenario gut problem anschaulich rübergebracht deine idee petfit gut ausgearbeitet funktionsumfang gut beschrieben service blueprint allgemein service blueprint bereits detail abgebildet mir gefällt gut datenbanken dargestellt hast du müsstest verbindung täglichen tracken auswertung vergleich getrackten daten herstellen hilfreich wäre trendanalysen drastische abweichungen vergleiche apple health dort hast ebenfalls trendanalysen z b tägliche schritte veränderung vomax bei übermittlung daten arzt könntest verbindung arzttermin vereinbaren also gerade automatisch terminvorschläge geschickt werden abhängig dringlichkeit für plattform brauchst eigentlich kundendatenbank hundedatenbank so könnten getrackten daten rassenspezifisch ausgewertet werden dies könntest klarer abändern klare trennung kundendb hundedb ausarbeiten e value dein e value bereits gut ausgearbeitet gefällt gut ich finde gut freemium premiumnutzerinnen bereits abgebildet hast der bereich haustierbranche unklar mich hier kannst z b externen zahlungsdienstleister beispiele bringen z b qualipet migros coop etc der stream reduktion administrativer aufwand eher gain der value kommt digitalen patientenakte digitalen terminbuchung das könntest umformulieren z b eben digitale terminbuchungstool du könntest visuell darstellen angebote limitiert premiumnutzer z b einfach liste fett markieren premium dies hast ja terminvereinbarung speicherung wäre freie arztwahl premium funktion spannend wäre implementierung versicherungen tiere dies könntest z b partnerversicherungen einbinden allgemein gefällt idee gut tiermarkt gesundheitsbereich ja stark wachsen du hast bereits idee gut ausgearbeitet sodass überarbeitung details umfasst viel erfolg
G0,vielen dank aufbereitung anbei sende dir gerne feedback service blueprint nach verständnis sollten prozesse linien getrennt dazwischen gesetzt werden zum beispiel identification user linien internal interaction visibility ansetzen unter linie visibility prozess kunden sichtbar oberhalb internal interaction prozess weitere mitarbeiter unternehmen stattfinden kann dies trifft creating chat zu die kundendatenbank erstellung crypted messaging oberhalb trennlinie implementation ansetzen aufgrund definition unterscheidung potenzial facilityaktivitäten e value ich sicher plattform omnigame gut verstanden habe so vorstelle müssten positionen omnigame platform game provider e value getauscht werden ich stelle folgendermassen vor omnigame arbeitet gameprovidern zusammen holt spiele plattform konsolenunabhängig wird hier zahlt omnigame nutzungsrechte provider provider stellen spiele verfügung der user tritt kontakt omnigame zahlt nutzung plattform aus grunde position omnigame gameprovider tauschen es sein funktionsweise ganz verstanden feedback sinn macht dann tut leid
G0,wirklich spannende idee ich denke durchaus potenzial stärken lösung einfache funktion klares wertversprechen der service blue print gut nachvollziehbar beschreibt kundeninteraktion meinung gut cool finde idee beim ausgewählten platz automatisch licht angeht auch e value modell sieht gut aus die wertströme gut nachvollzogen werden schwächen lösung ich denke aufwand gebuchten schläger schliessfach bereit stellen unnötig kunden kommen ja öffnungszeiten squash centers spielen bestellten schläger daher einfach rezeption abholen für regelmässige spieler zudem abofunktion hinzufügen benutzung squashplätze bezahlt muss soweit weiss squash sport tennis regelmässig partnern spielt ich daher möglichkeit hinzufügen freunden verabreden platz zusammen buchen zu beachten überarbeitung überleg dir oben angesprochen punkte umsetzen willst überleg zudem statt sportartikelherstellern lieber sportartikelgeschäften zusammenarbeiten willst ich denke relevanten hersteller direktvertrieb haben app angebunden kann
G0,das geschäftsmodell gegenentwurf fastfashion gefällt gut vor kombination secondhand onlinestore nähereien hier frage nur geschäftsmodell second hand store funktioniert profitiert hersteller oder blöd gesagt schal marke sehe app evt gleichen schal gebraucht halben preis anbietet hersteller schals daccord auch verstehe nicht warum plattform frauen ist selbe problem besteht männern falls klaren grund dafür gibt pitch aufnehmen ansonsten rausnehmen fashion eh immer mehr unisex fashion shows anschaut der service blueprint klar beschrieben deckt m m kauf kleidungsstücks ab ganze thema second hand reparatur auch stellt frage wer tatsächlich kunden plattform sind hersteller schneidereien kleiderkäuferinnen > seitige plattform hier wäre evt darstellung herstellerseite interessant natürlich aufwendiger e finde zeigt verschiedenen seiten wert plattform schön auf hieran auszusetzen überlegen lässt nur plattform physischen zwischenhändler tatsächlich braucht mit lager etc affiliate programme nachhaltiger wäre bestellung weiterleitest hersteller kleidung direkt kunden schicken evt transport gespart thema rücksendungen läuft direkt hersteller
G0,mir gefällt ausarbeitung idee schokoly plattform informationsanspruch kunden geschäftsmodell macht comission zusatzleistungen sinn wo meinung aufpassen musst bezug service blueprint klären wer kunde wer user ist fall kunde wahrscheinlich eher schokoladenproduzent sogar beide seiten marktplatzes trotzdem finde macht trotzdem sinn user journey users service blueprint aufzuzeigen klar weg users angebot abdeckt interessant wäre aber erfahren informationsanspruch plattform umgesetzt wird woher stammen informationen lieferketten nachhaltigkeit etc liefern einfach produzenten plattform zeigst informationen einfach an oder einfach standartisierten zertifikate vorweisen müssen plattform kommen für fragen wäre evt service blueprint diie kunden bb seite interessant e gefällt gut zeigt schön zweiseitige plattform verschiedene wertstiftung verschiedenen seiten
G0,hey das geschäftsmodell gefällt form richtig gut glaube gibt garantiert business case well done was form ganz verstehe aufrufen datenbanken informationen kunde sind öffentliche daten blöd gesagt wieviele km rennt kimmich pro spiel daten die selber einspeisen würde bei einspeisung eigener daten darum geht ja oder aufbereitet benchmarks daten ligen vergleichen evt genauer klarstellen woher individuellen daten kunden kommen wahrscheinlich gibt e value darstellung zusätzlichen stakeholder rd party apps denen daten gezogen runtastic apple health etc das evt aufnehmen falls richtig verstanden habe im profi bb bereich klar wäre sap sport dataanalytics layer benchmarks drüber legt im unteren bb bc bereich euren kunden datenquellen spezifizieren ansonsten gefällt e gut finde value proposition macht sinn ich glaube cloudservice dienstleister kannst raus nehmen glaube sachen gehören unbedingt value proposition
